time (s),           Tsurf (K),          Psurf (bar),        PH2O (bar),         PH2 (bar),          PCO (bar),          PCH4 (bar)          
1.768462e+09,       1.820000e+03,       2.670467e+02,       2.656331e+02,       3.487707e-01,       2.089781e-03,       5.166682e-14        
1.876407e+09,       1.810000e+03,       2.670467e+02,       2.656368e+02,       3.470929e-01,       2.059246e-03,       5.445484e-14        
1.985519e+09,       1.800000e+03,       2.670467e+02,       2.656400e+02,       3.456147e-01,       2.029997e-03,       5.756581e-14        
2.095823e+09,       1.790000e+03,       2.670467e+02,       2.656429e+02,       3.443148e-01,       2.001881e-03,       6.102496e-14        
2.207345e+09,       1.780000e+03,       2.670467e+02,       2.656455e+02,       3.431739e-01,       1.974755e-03,       6.486080e-14        
2.320113e+09,       1.770000e+03,       2.670467e+02,       2.656478e+02,       3.421742e-01,       1.948493e-03,       6.910548e-14        
2.434155e+09,       1.760000e+03,       2.670467e+02,       2.656498e+02,       3.412995e-01,       1.922981e-03,       7.379520e-14        
2.549500e+09,       1.750000e+03,       2.670467e+02,       2.656516e+02,       3.405354e-01,       1.898119e-03,       7.897068e-14        
2.666178e+09,       1.740000e+03,       2.670467e+02,       2.656532e+02,       3.398688e-01,       1.873817e-03,       8.467771e-14        
2.784220e+09,       1.730000e+03,       2.670467e+02,       2.656546e+02,       3.392881e-01,       1.849995e-03,       9.096768e-14        
2.903660e+09,       1.720000e+03,       2.670467e+02,       2.656559e+02,       3.387828e-01,       1.826585e-03,       9.789837e-14        
3.024529e+09,       1.710000e+03,       2.670467e+02,       2.656570e+02,       3.383437e-01,       1.803526e-03,       1.055346e-13        
3.146864e+09,       1.700000e+03,       2.670467e+02,       2.656579e+02,       3.379628e-01,       1.780764e-03,       1.139494e-13        
3.270699e+09,       1.690000e+03,       2.670467e+02,       2.656588e+02,       3.376328e-01,       1.758231e-03,       1.232211e-13        
3.396072e+09,       1.680000e+03,       2.670467e+02,       2.656596e+02,       3.373474e-01,       1.735932e-03,       1.334481e-13        
3.523023e+09,       1.670000e+03,       2.670467e+02,       2.656602e+02,       3.371009e-01,       1.713812e-03,       1.447312e-13        
3.651590e+09,       1.660000e+03,       2.670467e+02,       2.656608e+02,       3.368886e-01,       1.691840e-03,       1.571870e-13        
3.781816e+09,       1.650000e+03,       2.670467e+02,       2.656613e+02,       3.367061e-01,       1.669991e-03,       1.709472e-13        
3.913745e+09,       1.640000e+03,       2.670467e+02,       2.656618e+02,       3.365497e-01,       1.648245e-03,       1.861600e-13        
4.047421e+09,       1.630000e+03,       2.670467e+02,       2.656622e+02,       3.364160e-01,       1.626582e-03,       2.029929e-13        
4.182891e+09,       1.620000e+03,       2.670467e+02,       2.656625e+02,       3.363023e-01,       1.604987e-03,       2.216353e-13        
4.320204e+09,       1.610000e+03,       2.670467e+02,       2.656628e+02,       3.362060e-01,       1.583447e-03,       2.423013e-13        
4.459411e+09,       1.600000e+03,       2.670467e+02,       2.656631e+02,       3.361249e-01,       1.561951e-03,       2.652336e-13        
4.600565e+09,       1.590000e+03,       2.670467e+02,       2.656633e+02,       3.360570e-01,       1.540490e-03,       2.907072e-13        
4.743721e+09,       1.580000e+03,       2.670467e+02,       2.656635e+02,       3.360008e-01,       1.519057e-03,       3.190347e-13        
4.888937e+09,       1.570000e+03,       2.670467e+02,       2.656636e+02,       3.359546e-01,       1.497645e-03,       3.505712e-13        
5.036273e+09,       1.560000e+03,       2.670467e+02,       2.656638e+02,       3.359173e-01,       1.476251e-03,       3.857209e-13        
5.185791e+09,       1.550000e+03,       2.670467e+02,       2.656639e+02,       3.358877e-01,       1.454870e-03,       4.249449e-13        
5.337558e+09,       1.540000e+03,       2.670467e+02,       2.656640e+02,       3.358648e-01,       1.433499e-03,       4.687692e-13        
5.491642e+09,       1.530000e+03,       2.670467e+02,       2.656641e+02,       3.358478e-01,       1.412138e-03,       5.177951e-13        
5.648114e+09,       1.520000e+03,       2.670467e+02,       2.656642e+02,       3.358359e-01,       1.390784e-03,       5.727110e-13        
5.807051e+09,       1.510000e+03,       2.670467e+02,       2.656642e+02,       3.358284e-01,       1.369438e-03,       6.343060e-13        
5.968531e+09,       1.500000e+03,       2.670467e+02,       2.656643e+02,       3.358248e-01,       1.348100e-03,       7.034861e-13        
6.132637e+09,       1.490000e+03,       2.670467e+02,       2.656643e+02,       3.358245e-01,       1.326770e-03,       7.812931e-13        
6.299455e+09,       1.480000e+03,       2.670467e+02,       2.656644e+02,       3.358272e-01,       1.305450e-03,       8.689265e-13        
6.469076e+09,       1.470000e+03,       2.670467e+02,       2.656644e+02,       3.358324e-01,       1.284140e-03,       9.677701e-13        
6.641597e+09,       1.460000e+03,       2.670467e+02,       2.656644e+02,       3.358397e-01,       1.262844e-03,       1.079423e-12        
6.817119e+09,       1.450000e+03,       2.670467e+02,       2.656644e+02,       3.358490e-01,       1.241564e-03,       1.205734e-12        
6.995747e+09,       1.440000e+03,       2.670467e+02,       2.656644e+02,       3.358598e-01,       1.220301e-03,       1.348850e-12        
7.177593e+09,       1.430000e+03,       2.670467e+02,       2.656644e+02,       3.358721e-01,       1.199060e-03,       1.511258e-12        
7.362777e+09,       1.420000e+03,       2.670467e+02,       2.656644e+02,       3.358856e-01,       1.177843e-03,       1.695858e-12        
7.551421e+09,       1.410000e+03,       2.670467e+02,       2.656644e+02,       3.359000e-01,       1.156653e-03,       1.906022e-12        
7.743659e+09,       1.400000e+03,       2.670467e+02,       2.656644e+02,       3.359154e-01,       1.135494e-03,       2.145692e-12        
7.939630e+09,       1.390000e+03,       2.670467e+02,       2.656644e+02,       3.359314e-01,       1.114371e-03,       2.419475e-12        
8.139481e+09,       1.380000e+03,       2.670467e+02,       2.656644e+02,       3.359481e-01,       1.093286e-03,       2.732772e-12        
8.343369e+09,       1.370000e+03,       2.670467e+02,       2.656644e+02,       3.359652e-01,       1.072245e-03,       3.091920e-12        
8.551462e+09,       1.360000e+03,       2.670467e+02,       2.656644e+02,       3.359828e-01,       1.051251e-03,       3.504376e-12        
8.763935e+09,       1.350000e+03,       2.670467e+02,       2.656644e+02,       3.360007e-01,       1.030309e-03,       3.978929e-12        
8.980978e+09,       1.340000e+03,       2.670467e+02,       2.656644e+02,       3.360189e-01,       1.009424e-03,       4.525957e-12        
9.202790e+09,       1.330000e+03,       2.670467e+02,       2.656644e+02,       3.360373e-01,       9.886012e-04,       5.157745e-12        
9.429588e+09,       1.320000e+03,       2.670467e+02,       2.656643e+02,       3.360558e-01,       9.678446e-04,       5.888861e-12        
9.661599e+09,       1.310000e+03,       2.670467e+02,       2.656643e+02,       3.360744e-01,       9.471598e-04,       6.736623e-12        
9.899069e+09,       1.300000e+03,       2.670467e+02,       2.656643e+02,       3.360930e-01,       9.265521e-04,       7.721657e-12        
1.014226e+10,       1.290000e+03,       2.670467e+02,       2.656643e+02,       3.361118e-01,       9.058983e-04,       8.868665e-12        
1.039146e+10,       1.280000e+03,       2.670467e+02,       2.656643e+02,       3.361305e-01,       8.854634e-04,       1.020689e-11        
1.064696e+10,       1.270000e+03,       2.670467e+02,       2.656642e+02,       3.361491e-01,       8.651217e-04,       1.177183e-11        
1.090911e+10,       1.260000e+03,       2.670467e+02,       2.656642e+02,       3.361676e-01,       8.448792e-04,       1.360598e-11        
1.117824e+10,       1.250000e+03,       2.670467e+02,       2.656642e+02,       3.361860e-01,       8.247417e-04,       1.576058e-11        
1.145475e+10,       1.240000e+03,       2.670467e+02,       2.656642e+02,       3.362043e-01,       8.047151e-04,       1.829753e-11        
1.173904e+10,       1.230000e+03,       2.670467e+02,       2.656642e+02,       3.362224e-01,       7.848056e-04,       2.129185e-11        
1.203158e+10,       1.220000e+03,       2.670467e+02,       2.656642e+02,       3.362404e-01,       7.650192e-04,       2.483464e-11        
1.233285e+10,       1.210000e+03,       2.670467e+02,       2.656641e+02,       3.362581e-01,       7.453623e-04,       2.903685e-11        
1.264338e+10,       1.200000e+03,       2.670467e+02,       2.656641e+02,       3.362757e-01,       7.258412e-04,       3.403399e-11        
1.295877e+10,       1.190000e+03,       2.670467e+02,       2.656641e+02,       3.362931e-01,       7.062801e-04,       3.998177e-11        
1.327416e+10,       1.180000e+03,       2.670467e+02,       2.656641e+02,       3.363101e-01,       6.870564e-04,       4.710280e-11        
1.358955e+10,       1.170000e+03,       2.670467e+02,       2.656641e+02,       3.363269e-01,       6.679876e-04,       5.563926e-11        
1.390494e+10,       1.160000e+03,       2.670467e+02,       2.656641e+02,       3.363433e-01,       6.490803e-04,       6.590128e-11        
1.422033e+10,       1.150000e+03,       2.670467e+02,       2.656640e+02,       3.363595e-01,       6.303411e-04,       7.827317e-11        
1.453572e+10,       1.140000e+03,       2.670467e+02,       2.656640e+02,       3.363753e-01,       6.117768e-04,       9.323276e-11        
1.485111e+10,       1.130000e+03,       2.670467e+02,       2.656640e+02,       3.363909e-01,       5.933943e-04,       1.113761e-10        
1.516650e+10,       1.120000e+03,       2.670467e+02,       2.656640e+02,       3.364065e-01,       5.752007e-04,       1.334492e-10        
1.548189e+10,       1.110000e+03,       2.670467e+02,       2.656640e+02,       3.364221e-01,       5.572029e-04,       1.603886e-10        
1.579728e+10,       1.100000e+03,       2.670467e+02,       2.656640e+02,       3.364378e-01,       5.394077e-04,       1.933745e-10        
1.611267e+10,       1.090000e+03,       2.670467e+02,       2.656639e+02,       3.364536e-01,       5.218220e-04,       2.338990e-10        
1.642806e+10,       1.080000e+03,       2.670467e+02,       2.656639e+02,       3.364695e-01,       5.044525e-04,       2.838558e-10        
1.674345e+10,       1.070000e+03,       2.670467e+02,       2.656639e+02,       3.364856e-01,       4.873062e-04,       3.456566e-10        
1.705884e+10,       1.060000e+03,       2.670467e+02,       2.656639e+02,       3.365017e-01,       4.703895e-04,       4.223852e-10        
1.737423e+10,       1.050000e+03,       2.670467e+02,       2.656639e+02,       3.365178e-01,       4.537091e-04,       5.179994e-10        
1.768962e+10,       1.040000e+03,       2.670467e+02,       2.656639e+02,       3.365338e-01,       4.372717e-04,       6.376000e-10        
1.800501e+10,       1.030000e+03,       2.670467e+02,       2.656638e+02,       3.365498e-01,       4.210838e-04,       7.877876e-10        
1.832040e+10,       1.020000e+03,       2.670467e+02,       2.656638e+02,       3.365656e-01,       4.051520e-04,       9.771396e-10        
1.863579e+10,       1.010000e+03,       2.670467e+02,       2.656638e+02,       3.365811e-01,       3.894826e-04,       1.216851e-09        
1.895118e+10,       1.000000e+03,       2.670467e+02,       2.656638e+02,       3.365965e-01,       3.740821e-04,       1.521598e-09        
1.926657e+10,       9.900000e+02,       2.670467e+02,       2.656638e+02,       3.366116e-01,       3.589492e-04,       1.910549e-09        
1.958196e+10,       9.800000e+02,       2.670467e+02,       2.656638e+02,       3.366264e-01,       3.441054e-04,       2.409556e-09        
1.989735e+10,       9.700000e+02,       2.670467e+02,       2.656637e+02,       3.366409e-01,       3.295490e-04,       3.052493e-09        
2.021274e+10,       9.600000e+02,       2.670467e+02,       2.656637e+02,       3.366552e-01,       3.152858e-04,       3.884020e-09        
2.052813e+10,       9.500000e+02,       2.670467e+02,       2.656637e+02,       3.366691e-01,       3.013215e-04,       4.938846e-09        
2.084352e+10,       9.400000e+02,       2.670467e+02,       2.656637e+02,       3.366828e-01,       2.876616e-04,       6.159600e-09        
2.115891e+10,       9.300000e+02,       2.670467e+02,       2.656637e+02,       3.366961e-01,       2.743113e-04,       7.433627e-09        
2.147430e+10,       9.200000e+02,       2.670467e+02,       2.656637e+02,       3.367092e-01,       2.612758e-04,       8.662760e-09        
2.178969e+10,       9.100000e+02,       2.670467e+02,       2.656637e+02,       3.367219e-01,       2.485598e-04,       9.761104e-09        
2.210508e+10,       9.000000e+02,       2.670467e+02,       2.656637e+02,       3.367343e-01,       2.361679e-04,       1.067167e-08        
2.242047e+10,       8.900000e+02,       2.670467e+02,       2.656636e+02,       3.367463e-01,       2.241042e-04,       1.137653e-08        
2.273586e+10,       8.800000e+02,       2.670467e+02,       2.656636e+02,       3.367581e-01,       2.123727e-04,       1.189062e-08        
2.305125e+10,       8.700000e+02,       2.670467e+02,       2.656636e+02,       3.367694e-01,       2.009769e-04,       1.224721e-08        
2.336664e+10,       8.600000e+02,       2.670467e+02,       2.656636e+02,       3.367805e-01,       1.899200e-04,       1.248444e-08        
2.368203e+10,       8.500000e+02,       2.670467e+02,       2.656636e+02,       3.367912e-01,       1.792049e-04,       1.263686e-08        
2.399742e+10,       8.400000e+02,       2.670467e+02,       2.656636e+02,       3.368016e-01,       1.688340e-04,       1.273195e-08        
2.431281e+10,       8.300000e+02,       2.670467e+02,       2.656636e+02,       3.368116e-01,       1.588093e-04,       1.278979e-08        
2.462820e+10,       8.200000e+02,       2.670467e+02,       2.656636e+02,       3.368213e-01,       1.491323e-04,       1.282420e-08        
2.494359e+10,       8.100000e+02,       2.670467e+02,       2.656636e+02,       3.368306e-01,       1.398042e-04,       1.284425e-08        
2.525898e+10,       8.000000e+02,       2.670467e+02,       2.656635e+02,       3.368396e-01,       1.308255e-04,       1.285573e-08        
2.557437e+10,       7.900000e+02,       2.670467e+02,       2.656635e+02,       3.368482e-01,       1.221964e-04,       1.286218e-08        
2.588976e+10,       7.800000e+02,       2.670467e+02,       2.656635e+02,       3.368565e-01,       1.139165e-04,       1.286574e-08        
2.620515e+10,       7.700000e+02,       2.670467e+02,       2.656635e+02,       3.368644e-01,       1.059848e-04,       1.286768e-08        
2.652054e+10,       7.600000e+02,       2.670467e+02,       2.656635e+02,       3.368720e-01,       9.839974e-05,       1.286872e-08        
2.683593e+10,       7.500000e+02,       2.670467e+02,       2.656635e+02,       3.368793e-01,       9.115936e-05,       1.286926e-08        
2.715132e+10,       7.400000e+02,       2.670467e+02,       2.656635e+02,       3.368862e-01,       8.426098e-05,       1.286954e-08        
2.746671e+10,       7.300000e+02,       2.670467e+02,       2.656635e+02,       3.368927e-01,       7.770204e-05,       1.286969e-08        
2.778210e+10,       7.200000e+02,       2.670467e+02,       2.656635e+02,       3.368989e-01,       7.152420e-05,       1.286976e-08        
2.809749e+10,       7.100000e+02,       2.670467e+02,       2.656635e+02,       3.369044e-01,       6.605093e-05,       1.286980e-08        
2.841288e+10,       7.000000e+02,       2.670467e+02,       2.656635e+02,       3.369088e-01,       6.165875e-05,       1.286982e-08        
2.872827e+10,       6.900000e+02,       2.670467e+02,       2.656635e+02,       3.369121e-01,       5.835186e-05,       1.286982e-08        
2.904366e+10,       6.800000e+02,       2.670467e+02,       2.656635e+02,       3.369144e-01,       5.600492e-05,       1.286983e-08        
2.935905e+10,       6.700000e+02,       2.670467e+02,       2.656635e+02,       3.369160e-01,       5.444632e-05,       1.286983e-08        
2.967444e+10,       6.600000e+02,       2.670467e+02,       2.656635e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
2.967444e+10,       6.587498e+02,       2.660004e+02,       2.656635e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
2.968284e+10,       6.587330e+02,       2.659513e+02,       2.656143e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
2.969123e+10,       6.587163e+02,       2.659021e+02,       2.655652e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
2.970802e+10,       6.586828e+02,       2.658038e+02,       2.654669e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
2.972480e+10,       6.586494e+02,       2.657055e+02,       2.653686e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
2.974159e+10,       6.586159e+02,       2.656072e+02,       2.652703e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
2.990945e+10,       6.582805e+02,       2.646242e+02,       2.642872e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
3.007732e+10,       6.579443e+02,       2.636411e+02,       2.633041e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
3.024518e+10,       6.576071e+02,       2.626580e+02,       2.623210e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
3.041305e+10,       6.572689e+02,       2.616747e+02,       2.613378e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
3.149850e+10,       6.550592e+02,       2.553153e+02,       2.549783e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
3.258395e+10,       6.528080e+02,       2.489529e+02,       2.486159e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
3.366941e+10,       6.505134e+02,       2.425876e+02,       2.422506e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
3.475486e+10,       6.481733e+02,       2.362193e+02,       2.358824e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
3.584031e+10,       6.457854e+02,       2.298480e+02,       2.295111e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
3.730154e+10,       6.424913e+02,       2.212661e+02,       2.209292e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
3.876278e+10,       6.390997e+02,       2.126785e+02,       2.123415e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
4.022401e+10,       6.356036e+02,       2.040849e+02,       2.037480e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
4.168524e+10,       6.319947e+02,       1.954853e+02,       1.951484e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
4.314648e+10,       6.282639e+02,       1.868795e+02,       1.865425e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
4.460771e+10,       6.244009e+02,       1.782673e+02,       1.779303e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
4.606894e+10,       6.203939e+02,       1.696485e+02,       1.693115e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
4.753017e+10,       6.162292e+02,       1.610228e+02,       1.606858e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
4.874026e+10,       6.126499e+02,       1.538743e+02,       1.535373e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
4.995035e+10,       6.089417e+02,       1.467208e+02,       1.463838e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
5.116043e+10,       6.050928e+02,       1.395622e+02,       1.392252e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
5.237052e+10,       6.010898e+02,       1.323982e+02,       1.320612e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
5.336818e+10,       5.976629e+02,       1.264877e+02,       1.261507e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
5.436584e+10,       5.941108e+02,       1.205733e+02,       1.202363e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
5.536350e+10,       5.904221e+02,       1.146549e+02,       1.143179e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
5.636117e+10,       5.865837e+02,       1.087324e+02,       1.083954e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
5.718246e+10,       5.833010e+02,       1.038536e+02,       1.035166e+02,       3.369169e-01,       5.347912e-05,       1.286983e-08        
5.800375e+10,       5.798968e+02,       9.897188e+01,       9.863490e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
5.882505e+10,       5.763600e+02,       9.408704e+01,       9.375007e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
5.964634e+10,       5.726779e+02,       8.919900e+01,       8.886203e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.032167e+10,       5.695308e+02,       8.517721e+01,       8.484024e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.099700e+10,       5.662658e+02,       8.115310e+01,       8.081613e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.167233e+10,       5.628722e+02,       7.712659e+01,       7.678962e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.234766e+10,       5.593372e+02,       7.309760e+01,       7.276063e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.290234e+10,       5.563179e+02,       6.978645e+01,       6.944948e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.345703e+10,       5.531841e+02,       6.647351e+01,       6.613654e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.401171e+10,       5.499252e+02,       6.315871e+01,       6.282174e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.456640e+10,       5.465290e+02,       5.984199e+01,       5.950502e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.502148e+10,       5.436300e+02,       5.711936e+01,       5.678239e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.547656e+10,       5.406199e+02,       5.439533e+01,       5.405836e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.593165e+10,       5.374882e+02,       5.166988e+01,       5.133291e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.638673e+10,       5.342228e+02,       4.894293e+01,       4.860596e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.675968e+10,       5.314375e+02,       4.670702e+01,       4.637005e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.713262e+10,       5.285441e+02,       4.447003e+01,       4.413306e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.750557e+10,       5.255324e+02,       4.223194e+01,       4.189497e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.787851e+10,       5.223907e+02,       3.999269e+01,       3.965572e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.818380e+10,       5.197126e+02,       3.815878e+01,       3.782181e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.848909e+10,       5.169294e+02,       3.632404e+01,       3.598707e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.879438e+10,       5.140312e+02,       3.448845e+01,       3.415148e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.909967e+10,       5.110064e+02,       3.265196e+01,       3.231499e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.934930e+10,       5.084296e+02,       3.114965e+01,       3.081268e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.959892e+10,       5.057507e+02,       2.964669e+01,       2.930972e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
6.984854e+10,       5.029599e+02,       2.814308e+01,       2.780610e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
7.009817e+10,       5.000457e+02,       2.663877e+01,       2.630180e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
7.030204e+10,       4.975649e+02,       2.540962e+01,       2.507265e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
7.050592e+10,       4.949847e+02,       2.417997e+01,       2.384300e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
7.070980e+10,       4.922954e+02,       2.294981e+01,       2.261284e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
7.091367e+10,       4.894860e+02,       2.171912e+01,       2.138215e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
7.108000e+10,       4.870961e+02,       2.071471e+01,       2.037774e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
7.124632e+10,       4.846094e+02,       1.970991e+01,       1.937294e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
7.141265e+10,       4.820165e+02,       1.870471e+01,       1.836774e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
7.157897e+10,       4.793065e+02,       1.769910e+01,       1.736213e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
7.171451e+10,       4.770027e+02,       1.687934e+01,       1.654237e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
7.185004e+10,       4.746047e+02,       1.605928e+01,       1.572231e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
7.193766e+10,       4.730000e+02,       1.552897e+01,       1.519200e+01,       3.369169e-01,       5.347912e-05,       1.286983e-08        
