time,               Tsurf,              Psurf,              PH2O,               PH2,                PCO,                PCH4                
1.876839e+09,       1.810000e+03,       2.673420e+02,       2.661397e+02,       9.099785e-02,       5.413866e-04,       2.574960e-16        
1.985968e+09,       1.800000e+03,       2.673420e+02,       2.661492e+02,       8.562525e-02,       5.043365e-04,       2.170635e-16        
2.096288e+09,       1.790000e+03,       2.673420e+02,       2.661583e+02,       8.052149e-02,       4.694722e-04,       1.826862e-16        
2.207826e+09,       1.780000e+03,       2.673420e+02,       2.661668e+02,       7.567614e-02,       4.366896e-04,       1.535057e-16        
2.320608e+09,       1.770000e+03,       2.673420e+02,       2.661749e+02,       7.107903e-02,       4.058882e-04,       1.287781e-16        
2.434664e+09,       1.760000e+03,       2.673420e+02,       2.661826e+02,       6.672027e-02,       3.769709e-04,       1.078592e-16        
2.550023e+09,       1.750000e+03,       2.673420e+02,       2.661898e+02,       6.259021e-02,       3.498441e-04,       9.019246e-17        
2.666713e+09,       1.740000e+03,       2.673420e+02,       2.661967e+02,       5.867947e-02,       3.244175e-04,       7.529795e-17        
2.784768e+09,       1.730000e+03,       2.673420e+02,       2.662031e+02,       5.497893e-02,       3.006042e-04,       6.276227e-17        
2.904219e+09,       1.720000e+03,       2.673420e+02,       2.662093e+02,       5.147972e-02,       2.783203e-04,       5.223017e-17        
3.025099e+09,       1.710000e+03,       2.673420e+02,       2.662150e+02,       4.817326e-02,       2.574855e-04,       4.339680e-17        
3.147444e+09,       1.700000e+03,       2.673420e+02,       2.662204e+02,       4.505116e-02,       2.380223e-04,       3.600112e-17        
3.271289e+09,       1.690000e+03,       2.673420e+02,       2.662255e+02,       4.210573e-02,       2.198554e-04,       2.982020e-17        
3.396672e+09,       1.680000e+03,       2.673420e+02,       2.662303e+02,       3.932834e-02,       2.029156e-04,       2.466312e-17        
3.523631e+09,       1.670000e+03,       2.673420e+02,       2.662349e+02,       3.671176e-02,       1.871336e-04,       2.036800e-17        
3.652206e+09,       1.660000e+03,       2.673420e+02,       2.662391e+02,       3.424863e-02,       1.724438e-04,       1.679699e-17        
3.782440e+09,       1.650000e+03,       2.673420e+02,       2.662431e+02,       3.193182e-02,       1.587837e-04,       1.383316e-17        
3.914376e+09,       1.640000e+03,       2.673420e+02,       2.662468e+02,       2.975445e-02,       1.460932e-04,       1.137751e-17        
4.048059e+09,       1.630000e+03,       2.673420e+02,       2.662503e+02,       2.770987e-02,       1.343152e-04,       9.346367e-18        
4.183535e+09,       1.620000e+03,       2.673420e+02,       2.662536e+02,       2.579166e-02,       1.233951e-04,       7.669170e-18        
4.320854e+09,       1.610000e+03,       2.673420e+02,       2.662567e+02,       2.399365e-02,       1.132807e-04,       6.286530e-18        
4.460067e+09,       1.600000e+03,       2.673420e+02,       2.662596e+02,       2.230987e-02,       1.039225e-04,       5.148563e-18        
4.601226e+09,       1.590000e+03,       2.673420e+02,       2.662622e+02,       2.073460e-02,       9.527325e-05,       4.213451e-18        
4.744387e+09,       1.580000e+03,       2.673420e+02,       2.662647e+02,       1.926232e-02,       8.728807e-05,       3.446214e-18        
4.889607e+09,       1.570000e+03,       2.673420e+02,       2.662671e+02,       1.788775e-02,       7.992435e-05,       2.817645e-18        
5.036947e+09,       1.560000e+03,       2.673420e+02,       2.662692e+02,       1.660581e-02,       7.314169e-05,       2.303416e-18        
5.186470e+09,       1.550000e+03,       2.673420e+02,       2.662713e+02,       1.541164e-02,       6.690180e-05,       1.883298e-18        
5.338240e+09,       1.540000e+03,       2.673420e+02,       2.662731e+02,       1.430061e-02,       6.116848e-05,       1.540510e-18        
5.492327e+09,       1.530000e+03,       2.673420e+02,       2.662749e+02,       1.326827e-02,       5.590750e-05,       1.261156e-18        
5.648803e+09,       1.520000e+03,       2.673420e+02,       2.662765e+02,       1.231041e-02,       5.108658e-05,       1.033757e-18        
5.807742e+09,       1.510000e+03,       2.673420e+02,       2.662780e+02,       1.142300e-02,       4.667532e-05,       8.488475e-19        
5.969225e+09,       1.500000e+03,       2.673420e+02,       2.662793e+02,       1.060224e-02,       4.264512e-05,       6.986404e-19        
6.133332e+09,       1.490000e+03,       2.673420e+02,       2.662806e+02,       9.844542e-03,       3.896913e-05,       5.767425e-19        
6.300152e+09,       1.480000e+03,       2.673420e+02,       2.662818e+02,       9.146498e-03,       3.562219e-05,       4.779168e-19        
6.469776e+09,       1.470000e+03,       2.673420e+02,       2.662828e+02,       8.504925e-03,       3.258077e-05,       3.978826e-19        
6.642299e+09,       1.460000e+03,       2.673420e+02,       2.662838e+02,       7.916844e-03,       2.982290e-05,       3.331503e-19        
6.817822e+09,       1.450000e+03,       2.673420e+02,       2.662847e+02,       7.379478e-03,       2.732811e-05,       2.808822e-19        
6.996451e+09,       1.440000e+03,       2.673420e+02,       2.662855e+02,       6.890251e-03,       2.507736e-05,       2.387783e-19        
7.178299e+09,       1.430000e+03,       2.673420e+02,       2.662862e+02,       6.446779e-03,       2.305293e-05,       2.049817e-19        
7.363483e+09,       1.420000e+03,       2.673420e+02,       2.662869e+02,       6.046856e-03,       2.123833e-05,       1.780005e-19        
7.552128e+09,       1.410000e+03,       2.673420e+02,       2.662875e+02,       5.688433e-03,       1.961819e-05,       1.566442e-19        
7.744367e+09,       1.400000e+03,       2.673420e+02,       2.662880e+02,       5.369577e-03,       1.817803e-05,       1.399722e-19        
7.940338e+09,       1.390000e+03,       2.673420e+02,       2.662885e+02,       5.088419e-03,       1.690409e-05,       1.272510e-19        
8.140190e+09,       1.380000e+03,       2.673420e+02,       2.662889e+02,       4.843082e-03,       1.578307e-05,       1.179208e-19        
8.344079e+09,       1.370000e+03,       2.673420e+02,       2.662893e+02,       4.631595e-03,       1.480186e-05,       1.115679e-19        
8.552172e+09,       1.360000e+03,       2.673420e+02,       2.662896e+02,       4.451800e-03,       1.394728e-05,       1.079018e-19        
8.764645e+09,       1.350000e+03,       2.673420e+02,       2.662898e+02,       4.301281e-03,       1.320589e-05,       1.067378e-19        
8.981688e+09,       1.340000e+03,       2.673420e+02,       2.662900e+02,       4.177327e-03,       1.256404e-05,       1.079813e-19        
9.203501e+09,       1.330000e+03,       2.673420e+02,       2.662902e+02,       4.076962e-03,       1.200796e-05,       1.116179e-19        
9.430299e+09,       1.320000e+03,       2.673420e+02,       2.662903e+02,       3.997042e-03,       1.152418e-05,       1.177052e-19        
9.662310e+09,       1.310000e+03,       2.673420e+02,       2.662904e+02,       3.934398e-03,       1.109996e-05,       1.263708e-19        
9.899780e+09,       1.300000e+03,       2.673420e+02,       2.662905e+02,       3.885992e-03,       1.072373e-05,       1.378133e-19        
1.014297e+10,       1.290000e+03,       2.673420e+02,       2.662906e+02,       3.849053e-03,       1.038392e-05,       1.523098e-19        
1.039217e+10,       1.280000e+03,       2.673420e+02,       2.662906e+02,       3.821156e-03,       1.007506e-05,       1.702192e-19        
1.064768e+10,       1.270000e+03,       2.673420e+02,       2.662907e+02,       3.800270e-03,       9.788779e-06,       1.920083e-19        
1.090982e+10,       1.260000e+03,       2.673420e+02,       2.662907e+02,       3.784743e-03,       9.519684e-06,       2.182611e-19        
1.117895e+10,       1.250000e+03,       2.673420e+02,       2.662907e+02,       3.773264e-03,       9.263639e-06,       2.497040e-19        
1.145546e+10,       1.240000e+03,       2.673420e+02,       2.662908e+02,       3.764818e-03,       9.017536e-06,       2.872351e-19        
1.173975e+10,       1.230000e+03,       2.673420e+02,       2.662908e+02,       3.758629e-03,       8.779075e-06,       3.319596e-19        
1.203229e+10,       1.220000e+03,       2.673420e+02,       2.662908e+02,       3.754110e-03,       8.546583e-06,       3.852356e-19        
1.233356e+10,       1.210000e+03,       2.673420e+02,       2.662908e+02,       3.750826e-03,       8.318860e-06,       4.487300e-19        
1.264409e+10,       1.200000e+03,       2.673420e+02,       2.662908e+02,       3.748451e-03,       8.095052e-06,       5.244898e-19        
1.295949e+10,       1.190000e+03,       2.673420e+02,       2.662908e+02,       3.746748e-03,       7.872532e-06,       6.148736e-19        
1.327488e+10,       1.180000e+03,       2.673420e+02,       2.662908e+02,       3.745536e-03,       7.655033e-06,       7.232696e-19        
1.359027e+10,       1.170000e+03,       2.673420e+02,       2.662908e+02,       3.744688e-03,       7.440171e-06,       8.533647e-19        
1.390566e+10,       1.160000e+03,       2.673420e+02,       2.662908e+02,       3.744108e-03,       7.227772e-06,       1.009887e-18        
1.422105e+10,       1.150000e+03,       2.673420e+02,       2.662908e+02,       3.743725e-03,       7.017731e-06,       1.198703e-18        
1.453644e+10,       1.140000e+03,       2.673420e+02,       2.662908e+02,       3.743490e-03,       6.809993e-06,       1.427107e-18        
1.485183e+10,       1.130000e+03,       2.673420e+02,       2.662908e+02,       3.743362e-03,       6.604542e-06,       1.704200e-18        
1.516722e+10,       1.120000e+03,       2.673420e+02,       2.662908e+02,       3.743315e-03,       6.401384e-06,       2.041375e-18        
1.548261e+10,       1.110000e+03,       2.673420e+02,       2.662908e+02,       3.743327e-03,       6.200548e-06,       2.452938e-18        
1.579800e+10,       1.100000e+03,       2.673420e+02,       2.662908e+02,       3.743383e-03,       6.002074e-06,       2.956911e-18        
1.611339e+10,       1.090000e+03,       2.673420e+02,       2.662908e+02,       3.743471e-03,       5.806010e-06,       3.576088e-18        
1.642878e+10,       1.080000e+03,       2.673420e+02,       2.662908e+02,       3.743582e-03,       5.612415e-06,       4.339389e-18        
1.674417e+10,       1.070000e+03,       2.673420e+02,       2.662908e+02,       3.743710e-03,       5.421349e-06,       5.283651e-18        
1.705956e+10,       1.060000e+03,       2.673420e+02,       2.662908e+02,       3.743850e-03,       5.232878e-06,       6.455971e-18        
1.737495e+10,       1.050000e+03,       2.673420e+02,       2.662908e+02,       3.743997e-03,       5.047069e-06,       7.916804e-18        
1.769034e+10,       1.040000e+03,       2.673420e+02,       2.662908e+02,       3.744150e-03,       4.863991e-06,       9.744052e-18        
1.800573e+10,       1.030000e+03,       2.673420e+02,       2.662908e+02,       3.744306e-03,       4.683714e-06,       1.203852e-17        
1.832112e+10,       1.020000e+03,       2.673420e+02,       2.662908e+02,       3.744463e-03,       4.506307e-06,       1.493122e-17        
1.863651e+10,       1.010000e+03,       2.673420e+02,       2.662908e+02,       3.744620e-03,       4.331841e-06,       1.859312e-17        
1.895190e+10,       1.000000e+03,       2.673420e+02,       2.662908e+02,       3.744778e-03,       4.160386e-06,       2.324837e-17        
1.926729e+10,       9.900000e+02,       2.673420e+02,       2.662908e+02,       3.744935e-03,       3.991926e-06,       2.918970e-17        
1.958268e+10,       9.800000e+02,       2.673420e+02,       2.662908e+02,       3.745092e-03,       3.826700e-06,       3.681198e-17        
1.989807e+10,       9.700000e+02,       2.673420e+02,       2.662908e+02,       3.745248e-03,       3.664687e-06,       4.663253e-17        
2.021346e+10,       9.600000e+02,       2.673420e+02,       2.662908e+02,       3.745403e-03,       3.505950e-06,       5.934518e-17        
2.052885e+10,       9.500000e+02,       2.673420e+02,       2.662908e+02,       3.745555e-03,       3.350552e-06,       7.588176e-17        
2.084424e+10,       9.400000e+02,       2.673420e+02,       2.662908e+02,       3.745705e-03,       3.198553e-06,       9.750027e-17        
2.115963e+10,       9.300000e+02,       2.673420e+02,       2.662908e+02,       3.745853e-03,       3.050009e-06,       1.259081e-16        
2.147502e+10,       9.200000e+02,       2.673420e+02,       2.662908e+02,       3.745997e-03,       2.904978e-06,       1.634856e-16        
2.179041e+10,       9.100000e+02,       2.673420e+02,       2.662908e+02,       3.746138e-03,       2.763510e-06,       2.132788e-16        
2.210580e+10,       9.000000e+02,       2.673420e+02,       2.662908e+02,       3.746276e-03,       2.625656e-06,       2.794781e-16        
2.242119e+10,       8.900000e+02,       2.673420e+02,       2.662908e+02,       3.746410e-03,       2.491462e-06,       3.681687e-16        
2.273658e+10,       8.800000e+02,       2.673420e+02,       2.662908e+02,       3.746540e-03,       2.360970e-06,       4.790029e-16        
2.305197e+10,       8.700000e+02,       2.673420e+02,       2.662908e+02,       3.746667e-03,       2.234220e-06,       5.920500e-16        
2.336736e+10,       8.600000e+02,       2.673420e+02,       2.662908e+02,       3.746790e-03,       2.111246e-06,       6.997433e-16        
2.368275e+10,       8.500000e+02,       2.673420e+02,       2.662908e+02,       3.746909e-03,       1.992080e-06,       7.914375e-16        
2.399814e+10,       8.400000e+02,       2.673420e+02,       2.662908e+02,       3.747024e-03,       1.876748e-06,       8.628387e-16        
2.431353e+10,       8.300000e+02,       2.673420e+02,       2.662908e+02,       3.747135e-03,       1.765270e-06,       9.139243e-16        
2.462892e+10,       8.200000e+02,       2.673420e+02,       2.662908e+02,       3.747243e-03,       1.657666e-06,       9.481871e-16        
2.494431e+10,       8.100000e+02,       2.673420e+02,       2.662908e+02,       3.747347e-03,       1.553944e-06,       9.699838e-16        
2.525970e+10,       8.000000e+02,       2.673420e+02,       2.662908e+02,       3.747447e-03,       1.454114e-06,       9.831973e-16        
2.557509e+10,       7.900000e+02,       2.673420e+02,       2.662908e+02,       3.747543e-03,       1.358173e-06,       9.909161e-16        
2.589048e+10,       7.800000e+02,       2.673420e+02,       2.662908e+02,       3.747635e-03,       1.266119e-06,       9.952861e-16        
2.620587e+10,       7.700000e+02,       2.673420e+02,       2.662908e+02,       3.747723e-03,       1.177940e-06,       9.976937e-16        
2.652126e+10,       7.600000e+02,       2.673420e+02,       2.662908e+02,       3.747807e-03,       1.093618e-06,       9.989880e-16        
2.683665e+10,       7.500000e+02,       2.673420e+02,       2.662908e+02,       3.747888e-03,       1.013130e-06,       9.996680e-16        
2.715204e+10,       7.400000e+02,       2.673420e+02,       2.662908e+02,       3.747964e-03,       9.364469e-07,       1.000018e-15        
2.746743e+10,       7.300000e+02,       2.673420e+02,       2.662908e+02,       3.748037e-03,       8.635320e-07,       1.000194e-15        
2.778282e+10,       7.200000e+02,       2.673420e+02,       2.662908e+02,       3.748106e-03,       7.943426e-07,       1.000281e-15        
2.809821e+10,       7.100000e+02,       2.673420e+02,       2.662908e+02,       3.748172e-03,       7.288292e-07,       1.000322e-15        
2.841360e+10,       7.000000e+02,       2.673420e+02,       2.662908e+02,       3.748234e-03,       6.669359e-07,       1.000342e-15        
2.872899e+10,       6.900000e+02,       2.673420e+02,       2.662908e+02,       3.748292e-03,       6.087176e-07,       1.000352e-15        
2.904438e+10,       6.800000e+02,       2.673420e+02,       2.662908e+02,       3.748344e-03,       5.563393e-07,       1.000356e-15        
2.935977e+10,       6.700000e+02,       2.673420e+02,       2.662908e+02,       3.748386e-03,       5.146538e-07,       1.000358e-15        
2.967516e+10,       6.600000e+02,       2.673420e+02,       2.662908e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
2.967516e+10,       6.589631e+02,       2.662945e+02,       2.662908e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
2.968357e+10,       6.589463e+02,       2.662453e+02,       2.662415e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
2.969198e+10,       6.589296e+02,       2.661960e+02,       2.661923e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
2.970881e+10,       6.588961e+02,       2.660975e+02,       2.660938e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
2.972563e+10,       6.588626e+02,       2.659990e+02,       2.659953e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
2.974245e+10,       6.588291e+02,       2.659005e+02,       2.658968e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
2.991069e+10,       6.584936e+02,       2.649154e+02,       2.649116e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
3.007892e+10,       6.581572e+02,       2.639302e+02,       2.639264e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
3.024715e+10,       6.578199e+02,       2.629449e+02,       2.629411e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
3.041538e+10,       6.574816e+02,       2.619595e+02,       2.619558e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
3.150336e+10,       6.552706e+02,       2.555856e+02,       2.555818e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
3.259133e+10,       6.530181e+02,       2.492087e+02,       2.492049e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
3.367931e+10,       6.507222e+02,       2.428289e+02,       2.428251e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
3.476729e+10,       6.483809e+02,       2.364461e+02,       2.364423e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
3.585526e+10,       6.459917e+02,       2.300602e+02,       2.300565e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
3.731992e+10,       6.426957e+02,       2.214585e+02,       2.214548e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
3.878458e+10,       6.393023e+02,       2.128511e+02,       2.128473e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
4.024925e+10,       6.358042e+02,       2.042377e+02,       2.042340e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
4.171391e+10,       6.321933e+02,       1.956183e+02,       1.956145e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
4.317857e+10,       6.284605e+02,       1.869926e+02,       1.869889e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
4.464323e+10,       6.245954e+02,       1.783605e+02,       1.783568e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
4.610789e+10,       6.205862e+02,       1.697218e+02,       1.697180e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
4.757255e+10,       6.164194e+02,       1.610762e+02,       1.610724e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
4.878551e+10,       6.128382e+02,       1.539110e+02,       1.539073e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
4.999846e+10,       6.091279e+02,       1.467408e+02,       1.467371e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
5.121142e+10,       6.052770e+02,       1.395654e+02,       1.395617e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
5.242437e+10,       6.012719e+02,       1.323847e+02,       1.323810e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
5.342442e+10,       5.978431e+02,       1.264603e+02,       1.264566e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
5.442446e+10,       5.942891e+02,       1.205320e+02,       1.205282e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
5.542450e+10,       5.905985e+02,       1.145997e+02,       1.145959e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
5.642454e+10,       5.867582e+02,       1.086632e+02,       1.086595e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
5.724781e+10,       5.834737e+02,       1.037729e+02,       1.037692e+02,       3.748416e-03,       4.842323e-07,       1.000358e-15        
5.807107e+10,       5.800678e+02,       9.887963e+01,       9.887588e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
5.889434e+10,       5.765292e+02,       9.398323e+01,       9.397948e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
5.971760e+10,       5.728452e+02,       8.908361e+01,       8.907986e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.039456e+10,       5.696965e+02,       8.505223e+01,       8.504848e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.107152e+10,       5.664299e+02,       8.101852e+01,       8.101478e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.174848e+10,       5.630345e+02,       7.698242e+01,       7.697867e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.242544e+10,       5.594978e+02,       7.294382e+01,       7.294007e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.298147e+10,       5.564769e+02,       6.962472e+01,       6.962098e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.353750e+10,       5.533416e+02,       6.630383e+01,       6.630008e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.409353e+10,       5.500811e+02,       6.298108e+01,       6.297733e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.464956e+10,       5.466832e+02,       5.965640e+01,       5.965265e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.510576e+10,       5.437828e+02,       5.692719e+01,       5.692344e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.556195e+10,       5.407712e+02,       5.419659e+01,       5.419284e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.601814e+10,       5.376380e+02,       5.146455e+01,       5.146080e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.647434e+10,       5.343711e+02,       4.873101e+01,       4.872727e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.684820e+10,       5.315844e+02,       4.648967e+01,       4.648592e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.722206e+10,       5.286895e+02,       4.424725e+01,       4.424350e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.759592e+10,       5.256765e+02,       4.200371e+01,       4.199996e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.796978e+10,       5.225333e+02,       3.975902e+01,       3.975527e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.827583e+10,       5.198539e+02,       3.792063e+01,       3.791688e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.858187e+10,       5.170694e+02,       3.608140e+01,       3.607765e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.888791e+10,       5.141698e+02,       3.424131e+01,       3.423757e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.919396e+10,       5.111436e+02,       3.240034e+01,       3.239659e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.944420e+10,       5.085657e+02,       3.089433e+01,       3.089058e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.969444e+10,       5.058855e+02,       2.938767e+01,       2.938392e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
6.994469e+10,       5.030934e+02,       2.788036e+01,       2.787661e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
7.019493e+10,       5.001778e+02,       2.637235e+01,       2.636860e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
7.039932e+10,       4.976959e+02,       2.514015e+01,       2.513640e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
7.060370e+10,       4.951145e+02,       2.390746e+01,       2.390371e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
7.080809e+10,       4.924241e+02,       2.267426e+01,       2.267051e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
7.101248e+10,       4.896134e+02,       2.144052e+01,       2.143677e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
7.117922e+10,       4.872224e+02,       2.043360e+01,       2.042985e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
7.134596e+10,       4.847346e+02,       1.942630e+01,       1.942255e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
7.151270e+10,       4.821405e+02,       1.841860e+01,       1.841485e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
7.167944e+10,       4.794293e+02,       1.741048e+01,       1.740673e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
7.181532e+10,       4.771245e+02,       1.658866e+01,       1.658492e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
7.195120e+10,       4.747254e+02,       1.576655e+01,       1.576280e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
7.204551e+10,       4.730000e+02,       1.519575e+01,       1.519200e+01,       3.748416e-03,       4.842323e-07,       1.000358e-15        
